ts,phase,some_delta,full_delta,mem_available,pgscan_direct,pgsteal_direct,pgmajfault,workingset_refault,allocstall,pswpin,pswpout
1772285732384,cold_start,6164,1064,2347444,0,0,2517,11413,0,2748,2785
1772285733083,cold_start,19182,8750,2392660,0,0,1058,8501,0,620,1350
1772285733861,cold_start,2133,923,2355728,0,0,36,718,0,156,0
1772285734669,cold_start,4424,2318,2385156,0,0,369,1675,0,227,1896
1772285735459,cold_start,10503,7699,2417592,0,0,88,725,0,69,19595
1772285736244,cold_start,416,57,2400512,0,0,192,833,0,203,0
1772285737062,cold_start,139,0,2422464,0,0,57,546,0,23,0
1772285737829,cold_start,1253,79,2377512,6028,5649,421,2345,69,348,64
1772285738595,cold_start,15953,3940,2258980,0,0,1075,1692,0,527,0
1772285739343,cold_start,2562,157,2065680,0,0,1425,1322,0,1113,0
1772285740187,cold_start,124,0,1964536,0,0,141,68,0,145,0
1772285740942,cold_start,2291,14,2042524,0,0,2102,2252,0,2111,0
1772285741814,cold_start,213,0,2047112,0,0,167,126,0,68,0
1772285742705,cold_start,9,0,1999572,0,0,20,11,0,11,0
1772285743578,cold_start,164,0,1927196,0,0,135,122,0,119,0
1772285744482,cold_start,44731,35747,1942028,2096,3296,329,3281,45,178,8190
1772285745379,cold_start,68204,52161,1968684,1765,0,504,4311,0,46,10472
1772285746254,cold_start,9,0,2022928,0,0,173,5464,0,4,0
1772285747181,cold_start,0,0,2016112,0,0,228,508,0,207,0
1772285748118,cold_start,398,5,2030964,0,0,53,78,0,55,0
1772285748962,cold_start,31,0,2041988,0,0,17,6,0,0,0
1772285749826,cold_start,34,0,2002000,0,0,13,126,0,84,0
1772285750593,cold_start,473,102,1793716,0,0,586,385,0,242,0
1772285751437,cold_start,37397,7918,1667896,28209,15134,619,1353,267,496,16053
1772285752333,cold_start,117702,43836,1541788,3937,512,214,1259,27,115,25751
1772285753116,cold_start,56450,21040,1435048,1316,915,344,6308,0,184,13589
1772285753855,cold_start,22738,8143,1624392,0,0,63,789,0,42,1204
1772285754606,cold_start,1819,523,1609812,0,0,365,5981,0,229,0
1772285755277,cold_start,544,73,1618936,0,0,124,478,0,66,0
1772285756029,cold_start,2262,12,1605800,0,0,1911,3089,0,1883,0
1772285756769,cold_start,182,99,1597028,0,0,37,4364,0,24,0
1772285757540,cold_start,148,0,1590364,0,0,103,3533,0,40,0
1772285758328,cold_start,4221,3073,1601396,0,0,251,6549,0,179,2610
1772285759147,cold_start,3459,1474,1605960,0,0,45,58,0,36,3
1772285759924,cold_start,37,0,1595976,0,0,37,598,0,16,3179
1772285760769,cold_start,4047,1507,1662340,0,0,55,56,0,55,14971
1772285761527,cold_start,880,172,1712672,0,0,56,197,0,48,17000
1772285762309,cold_start,13087,51,1737336,0,0,1591,7388,0,1879,9149
1772285763043,cold_start,98522,50505,1727384,15077,10546,1511,4078,196,915,34489
1772285763839,cold_start,38884,21378,1761016,0,0,200,8830,0,76,4060
1772285764525,cold_start,2457,1449,1781660,0,0,396,1250,0,366,0
1772285765348,cold_start,391,6,1805200,0,0,585,2131,0,663,0
1772285766054,cold_start,25598,3736,1790160,0,0,1684,4224,0,1486,3891
1772285766747,cold_start,39494,31441,1832036,0,0,534,7111,0,421,17169
1772285767427,cold_start,28921,23172,1873828,0,0,297,968,0,347,15561
1772285768094,cold_start,13503,6990,1868280,0,0,472,546,0,101,1090
1772285768916,cold_start,61,0,1888608,0,0,115,22,0,14,0
1772285769759,cold_start,80,0,1873896,0,0,39,25,0,25,0
1772285770682,cold_start,78,0,1882100,0,0,17,12,0,45,0
1772285771508,cold_start,231,12,1883032,0,0,60,37,0,7,0
1772285772435,cold_start,64,0,1882352,0,0,17,10,0,7,0
1772285773298,cold_start,90,0,1908632,0,0,51,298,0,39,14419
1772285774134,cold_start,7755,46,1912476,0,0,1783,1734,0,1974,298
1772285774851,launch_douyin,2187,16,1967736,0,0,448,533,0,306,0
1772285775556,launch_douyin,205,0,1871560,0,0,1042,194,0,146,0
1772285776338,launch_douyin,33165,16902,1790344,743,473,1551,4042,75,440,18432
1772285777180,launch_douyin,50309,22246,1708700,6185,3912,364,1648,0,25,2750
1772285777929,launch_douyin,66580,25476,1821596,1530,1277,5868,10430,18,5990,10158
1772285778657,launch_douyin,98673,38272,1873804,0,0,2893,4004,0,5030,15518
1772285779519,launch_douyin,125370,13940,1847028,0,0,9620,15944,0,7677,20072
1772285780347,launch_douyin,100893,31678,1877340,649,283,7673,13112,6,7171,21733
1772285781251,launch_douyin,167560,61142,1904960,5455,2741,4947,15795,48,4370,37315
1772285782119,launch_douyin,65989,23034,1917636,0,0,2198,21015,0,1559,10035
1772285782786,launch_douyin,66678,23956,1849368,0,0,2082,12388,0,1853,16454
1772285783493,douyin_browse,36233,18578,1795060,0,0,499,12801,0,286,18774
1772285784293,douyin_browse,6208,3047,1807280,0,0,131,3351,0,65,2215
1772285785100,douyin_browse,9173,7009,1818180,0,0,217,3727,0,49,12992
1772285785879,douyin_browse,4979,3116,1805804,0,0,149,2134,0,77,10588
1772285786692,douyin_browse,6852,3769,1799440,0,0,65,1901,0,33,7552
1772285787589,douyin_browse,20941,10816,1783468,0,0,662,5196,0,438,6753
1772285788387,douyin_browse,8612,5200,1770492,0,0,95,1481,0,185,0
1772285789257,douyin_browse,3604,2270,1776688,0,0,250,622,0,142,39
1772285790121,douyin_browse,17158,7602,1946544,0,0,141,1040,0,74,12
1772285791004,douyin_browse,2075,806,1972056,0,0,164,2419,0,82,0
1772285791861,douyin_browse,8,0,1994320,0,0,54,562,0,5,0
1772285792749,douyin_browse,29,0,1950508,0,0,44,1444,0,20,0
1772285793542,douyin_browse,89,40,1954904,0,0,23,484,0,12,0
1772285794351,douyin_browse,372,151,1946188,0,0,112,523,0,90,0
1772285795194,douyin_browse,272,156,1901856,0,0,56,1018,0,27,0
1772285796048,douyin_browse,509,0,1910516,0,0,972,3149,0,1451,0
1772285796778,douyin_browse,47888,30309,1857832,693,1756,1263,7494,57,626,24535
1772285797574,douyin_browse,65801,26856,1848768,4308,1223,819,3558,0,706,13884
1772285798311,douyin_browse,26537,14175,1811544,0,0,255,3065,0,330,3365
1772285798980,douyin_browse,1309,66,1781552,0,0,1077,1083,0,329,0
1772285799734,douyin_browse,317,56,1755696,0,0,458,281,0,121,0
1772285800559,douyin_browse,44,0,1726044,0,0,100,40,0,73,0
1772285801426,douyin_browse,170,0,1710736,0,0,179,78,0,27,0
1772285802243,douyin_browse,13,0,1706656,0,0,29,19,0,3,0
1772285803065,douyin_browse,23,0,1623976,0,0,135,11,0,15,0
1772285803933,douyin_browse,32,0,1834172,0,0,32,7,0,27,0
1772285804709,douyin_browse,168,0,1777408,0,0,184,235,0,91,0
1772285805658,douyin_browse,95,0,1758156,0,0,75,101,0,45,0
1772285806447,douyin_browse,77,2,1740100,0,0,72,3,0,53,0
1772285807272,douyin_browse,37,0,1728712,0,0,13,64,0,69,0
1772285808153,douyin_browse,1069,23,1717760,0,0,759,754,0,670,0
1772285808991,douyin_browse,242,0,1701220,0,0,122,63,0,48,0
1772285809827,douyin_browse,2633,1470,1690680,0,0,134,51,0,52,291
1772285810699,douyin_browse,1668,690,1692752,0,0,6,33,0,0,7
1772285811547,douyin_browse,84095,30167,1706108,0,0,14863,17253,0,15488,16715
1772285812339,douyin_browse,111353,47278,1702328,0,0,4161,5683,0,3131,11603
1772285813139,douyin_browse,36906,454,1653880,0,0,7451,7423,0,7430,0
1772285813850,douyin_browse,12964,109,1647996,0,0,3959,3812,0,3354,0
1772285814623,douyin_browse,558,7,1596588,0,0,218,177,0,210,0
1772285815365,douyin_browse,161,0,1571572,0,0,154,141,0,130,0
1772285816183,douyin_browse,58,3,1578480,0,0,33,29,0,5,0
1772285817068,douyin_browse,619,13,1576584,0,0,744,3868,0,2143,0
1772285817832,douyin_browse,81537,17446,1590964,949,810,8193,8351,28,6920,10221
1772285818626,douyin_browse,109850,64995,1624956,1607,882,6710,8336,1,6131,16587
1772285819351,douyin_browse,81097,21056,1699372,438,211,3063,5708,3,2665,2012
1772285820019,douyin_browse,18238,47,1725300,0,0,3462,3938,0,3169,7924
1772285820661,douyin_browse,22826,47,1716656,0,0,4097,3966,0,4089,8047
1772285821278,douyin_browse,18349,86,1699144,0,0,5891,5843,0,5941,803
1772285821962,douyin_browse,16709,92,1719228,0,0,5396,5138,0,5307,0
1772285822650,douyin_browse,965,4,1707224,0,0,492,561,0,33,0
1772285823579,douyin_browse,59,0,1698676,0,0,39,17,0,17,0
1772285824438,douyin_browse,75,0,1833320,0,0,57,35,0,43,346
1772285825254,douyin_browse,489,2,1839984,0,0,2597,2555,0,2544,12869
1772285825995,douyin_browse,502,2,1849008,0,0,1,0,0,2,2202
1772285826878,douyin_browse,22,0,1846292,0,0,20,14,0,13,0
1772285827731,douyin_browse,3,0,1839368,0,0,25,1,0,0,0
1772285828604,douyin_browse,14,0,1835168,0,0,21,3,0,4,0
1772285829427,douyin_browse,10,0,1788092,0,0,19,9,0,8,0
1772285830244,douyin_browse,42,0,1807840,0,0,11,8,0,7,0
1772285831130,douyin_browse,3,0,1805644,0,0,14,2,0,2,0
1772285832074,douyin_browse,24,0,1758872,0,0,81,11,0,21,0
1772285832911,douyin_browse,36,0,1763112,0,0,75,59,0,51,0
1772285833736,douyin_browse,307,91,1724328,0,0,23,21,0,15,0
1772285834587,douyin_browse,13,0,1727472,0,0,10,4,0,4,0
1772285835410,douyin_browse,93,0,1720376,0,0,60,39,0,32,0
1772285836252,douyin_browse,0,0,1695496,0,0,36,3,0,2,0
1772285837137,douyin_browse,11,0,1802352,0,0,30,2,0,1,0
1772285838089,douyin_browse,6503,2,1822080,0,0,2344,2404,0,2667,0
1772285838756,douyin_browse,25386,449,1796528,0,0,7002,7063,0,6579,919
1772285839599,douyin_browse,7258,4101,1809040,0,0,111,107,0,61,35
1772285840513,douyin_browse,144,0,1809156,0,0,43,102,0,2,1897
1772285841401,douyin_browse,4734,3073,1813056,0,0,32,10,0,10,0
1772285842238,douyin_browse,15899,10037,1749840,0,0,56,874,0,3,4589
1772285843146,douyin_browse,1361,1028,1773084,0,0,113,141,0,99,2010
1772285843987,douyin_browse,4681,4224,1771260,0,0,51,737,0,1,2205
1772285844902,douyin_browse,7687,5156,1768416,0,0,114,1390,0,1,3727
1772285845814,douyin_browse,18674,12908,1750328,0,0,103,752,0,38,1199
1772285846682,switch_xhs,25729,18728,1698464,0,0,1032,3157,0,2731,3188
1772285847484,switch_xhs,153315,42884,1584052,18144,14514,13664,35989,257,11195,20365
1772285848194,switch_xhs,16829,10090,1717336,0,0,491,6547,0,547,0
1772285848872,switch_xhs,8629,1775,1671552,0,0,2806,8674,0,2395,2
1772285849735,switch_xhs,3585,1719,1675288,0,0,233,2600,0,478,0
1772285850567,switch_xhs,5150,1321,1668012,0,0,727,3029,0,372,2
1772285851381,switch_xhs,34772,20694,1676704,0,0,4460,10630,0,4608,10869
1772285852181,switch_xhs,11241,3738,1625620,0,0,666,2846,0,341,0
1772285853073,switch_xhs,2243,726,1646240,0,0,813,764,0,819,0
1772285853897,douyin_browse,25756,4585,1561532,0,0,1922,7402,3,1722,7529
1772285854714,douyin_browse,34057,21613,1589936,201,156,293,1231,0,248,4088
1772285855404,douyin_browse,21847,16257,1582736,0,0,39,286,0,35,5739
1772285856228,douyin_browse,673,592,1584808,0,0,3,26,0,6,0
1772285857039,switch_cloudmusic,16557,4562,1573992,0,0,6127,10377,41,8924,12191
1772285857906,switch_cloudmusic,98270,43610,1617372,4321,2333,22381,25244,0,19102,7815
1772285858690,switch_cloudmusic,1277,533,1681340,0,0,351,203,0,123,0
1772285859592,switch_cloudmusic,179,0,1676232,0,0,155,47,0,31,0
1772285860457,switch_cloudmusic,195,0,1642000,0,0,90,85,0,81,0
1772285861414,switch_cloudmusic,97,25,1646492,0,0,46,51,0,266,0
1772285862286,switch_cloudmusic,1302,1,1614544,0,0,1379,1336,0,1371,0
1772285863115,switch_cloudmusic,4239,13,1592752,0,0,8529,8484,0,8081,1903
1772285863927,douyin_browse,82,0,1648284,0,0,92,85,0,47,19093
1772285864685,douyin_browse,996,3,1570492,0,0,479,446,0,412,4382
1772285865444,douyin_browse,1400,26,1610424,0,0,856,829,0,787,0
1772285866292,douyin_browse,387,7,1591760,0,0,162,211,0,142,0
1772285867131,douyin_browse,122,0,1600676,0,0,69,74,0,56,0
1772285867956,switch_taobao,44990,9376,1534584,942,265,32487,37833,5,35746,6314
1772285868738,switch_taobao,86242,33539,1461312,0,0,24953,26357,0,21256,10106
1772285869532,switch_taobao,4304,2262,1528208,0,0,269,418,0,233,108
1772285870369,switch_taobao,2718,1644,1545024,0,0,128,205,0,121,7474
1772285871117,switch_taobao,3133,1330,1547184,0,0,79,342,0,70,0
1772285871988,switch_taobao,1924,382,1519176,0,0,1364,3248,0,1388,4287
1772285872829,switch_taobao,25099,13311,1423676,0,0,2274,5172,0,2422,9160
1772285873677,switch_taobao,49315,17000,1435076,898,1099,7438,14780,27,7377,11603
1772285874470,douyin_browse,64986,33349,1322700,7591,7180,1802,8651,163,1826,15772
1772285875382,douyin_browse,83926,21884,1432196,6099,1460,1027,8526,0,423,8127
1772285876097,douyin_browse,26642,18057,1441960,0,0,232,2232,0,260,1811
1772285876880,douyin_browse,4987,1230,1440864,0,0,290,915,0,191,1861
1772285877631,douyin_browse,36999,25648,1424040,0,0,1227,7394,0,1526,13262
1772285878487,douyin_browse,139179,66571,1515448,7185,5837,15914,38353,114,19300,19694
1772285879160,douyin_browse,18325,368,1396208,0,0,20409,24896,0,20197,76
1772285879973,douyin_browse,43651,9167,1514752,0,0,17440,16444,0,12039,5134
1772285880704,douyin_browse,503,1,1456628,0,0,723,1061,0,641,4164
1772285881621,douyin_browse,22264,16212,1448420,0,0,323,516,0,187,1399
1772285882436,douyin_browse,41505,25524,1481424,0,0,1521,4259,0,1100,8724
1772285883370,douyin_browse,46822,31361,1463072,0,0,509,4865,0,437,1947
1772285884123,douyin_browse,12955,9702,1490736,0,0,136,579,0,56,13078
1772285884868,douyin_browse,8568,2936,1520268,0,0,113,2434,0,71,13523
1772285885624,douyin_browse,103231,17495,1413748,20284,15690,1886,13968,291,1832,36263
1772285886702,douyin_browse,150347,31226,1315580,5593,5184,1176,9194,105,736,21223
1772285887777,douyin_browse,32120,10609,1299756,0,0,859,3334,0,700,13222
1772285888558,douyin_browse,33912,24928,1417720,0,0,762,1343,0,1230,2073
1772285889335,douyin_browse,14494,971,1395844,0,0,2711,6515,0,2181,0
1772285890142,douyin_browse,3838,375,1416420,0,0,763,3820,0,985,0
1772285890997,douyin_browse,2806,569,1415816,0,0,665,1836,0,498,0
1772285891815,douyin_browse,1645,15,1544676,0,0,310,578,0,232,0
1772285892710,douyin_browse,466,160,1542004,0,0,170,1185,0,131,15
1772285893590,douyin_browse,1913,1493,1529468,0,0,79,255,0,75,0
1772285894454,douyin_browse,26,0,1540656,0,0,37,52,0,37,0
1772285895313,douyin_browse,130,0,1540828,0,0,31,2,0,31,0
1772285896135,douyin_browse,64,0,1515732,0,0,14,43,0,120,0
1772285896997,douyin_browse,394,36,1584056,0,0,334,995,0,208,0
1772285897823,douyin_browse,1282,7,1569224,0,0,68,98,0,67,0
1772285898732,douyin_browse,166,0,1559048,0,0,21,21,0,21,0
1772285899623,douyin_browse,1348,22,1560644,0,0,408,426,0,403,0
1772285900506,douyin_browse,0,0,1560452,0,0,15,90,0,33,0
1772285901388,douyin_browse,459,11,1562568,0,0,60,93,0,34,0
1772285902244,douyin_browse,190,49,1566764,0,0,16,35,0,15,0
1772285903101,douyin_browse,2828,3,1584468,0,0,1470,6451,0,1680,835
1772285903803,douyin_browse,34310,25465,1534300,0,0,600,9145,0,240,6955
1772285904642,douyin_browse,3242,1775,1496484,0,0,336,607,0,334,2626
1772285905451,douyin_browse,16217,8056,1486088,0,0,23,307,0,334,2307
1772285906365,douyin_browse,4792,2957,1339756,0,0,542,1347,2,206,5809
1772285907194,douyin_browse,87659,30727,1349828,604,516,906,7408,9,621,17136
1772285908110,douyin_browse,61571,44322,1411008,0,0,364,1926,0,380,4613
1772285908940,douyin_browse,989,14,1417444,0,0,16,119,0,4,6791
1772285909747,douyin_browse,287,40,1356624,0,0,70,2995,0,45,3824
1772285910557,douyin_browse,26034,9745,1357972,0,0,3479,4792,0,3472,3165
1772285911385,douyin_browse,32103,21935,1463240,0,0,608,1306,0,585,8957
1772285912222,douyin_browse,2725,1513,1453564,0,0,45,544,0,30,134
1772285913070,douyin_browse,378,203,1452876,0,0,165,1829,0,1153,3490
1772285913956,douyin_browse,44118,26354,1455884,0,0,3757,6336,0,3112,3023
1772285914862,douyin_browse,96538,17704,1443276,494,773,10795,23746,31,12217,11302
1772285915579,douyin_browse,89520,10814,1517936,1030,598,14534,23330,0,12673,3886
1772285916218,douyin_browse,44084,4561,1579192,0,0,8473,11363,0,8500,10857
1772285916892,douyin_browse,24458,2390,1535020,0,0,7546,7803,0,7612,2712
1772285917649,douyin_browse,18159,3503,1555516,0,0,2649,2908,0,2201,0
1772285918528,douyin_browse,3635,587,1559524,0,0,723,930,0,502,0
1772285919321,douyin_browse,411,9,1551700,0,0,518,370,0,217,0
1772285920183,douyin_browse,127,0,1539744,0,0,52,21,0,44,0
1772285921026,douyin_browse,88,0,1538552,0,0,67,91,0,45,0
1772285921851,douyin_browse,10,0,1535772,0,0,9,9,0,9,0
1772285922718,douyin_browse,37,0,1536108,0,0,7,14,0,14,0
1772285923527,douyin_browse,79,5,1520880,0,0,26,15,0,16,0
1772285924421,douyin_browse,65,0,1542592,0,0,49,40,0,46,0
1772285925227,douyin_browse,1627,1088,1543636,0,0,236,190,0,216,0
1772285926044,douyin_browse,120,0,1538084,0,0,66,106,0,66,0
1772285926931,douyin_browse,92,0,1530592,0,0,30,30,0,30,0
1772285927812,douyin_browse,73,0,1670556,0,0,81,76,0,76,0
1772285928620,douyin_browse,169,5,1672628,0,0,54,46,0,47,0
1772285929481,douyin_browse,52,0,1659528,0,0,336,252,0,2503,0
1772285930334,douyin_browse,1866,9,1607300,0,0,3119,3123,0,842,0
1772285931238,douyin_browse,4,0,1609248,0,0,205,233,0,200,0
1772285932087,douyin_browse,462,9,1608280,0,0,161,209,0,176,0
1772285932957,douyin_browse,600,5,1595280,0,0,59,54,0,29,0
1772285933834,douyin_browse,255,8,1577396,0,0,329,288,0,287,0
1772285934715,douyin_browse,216,0,1566844,0,0,85,59,0,81,0
1772285935535,douyin_browse,322,5,1569264,0,0,319,277,0,293,0
1772285936372,douyin_browse,495,0,1562328,0,0,155,139,0,81,0
1772285937199,douyin_browse,162,5,1577604,0,0,116,86,0,89,0
1772285938039,douyin_browse,81,0,1557920,0,0,40,36,0,32,0
1772285938852,douyin_browse,1,0,1557576,0,0,2,2,0,0,0
1772285939690,douyin_browse,13,0,1533808,0,0,10,8,0,15,0
1772285940528,switch_taobao,408,10,1475736,0,0,194,179,0,189,0
1772285941352,switch_taobao,71765,16276,1319480,2444,1159,23179,25346,144,23589,16935
1772285942325,switch_taobao,127509,28645,1381808,12288,6172,5475,14432,0,4209,8169
1772285942993,switch_taobao,46580,31876,1433176,0,0,3319,6086,0,3853,3549
1772285943693,switch_taobao,53809,32448,1476692,781,610,3251,6833,13,2778,8344
1772285944500,switch_taobao,26758,17615,1471228,0,0,1140,3633,0,599,1939
